type	latitude	longitude	altitude (m)	name
T	-15.716408362	-72.174768539	2727.1	
T	-15.716408362	-72.170731832	2541.5	
T	-15.716408362	-72.166695125	2614.7	
T	-15.716408362	-72.162658417	2829.7	
T	-15.716408362	-72.158621710	3353.0	
T	-15.716408362	-72.154585002	3479.8	
T	-15.716408362	-72.150548295	3645.8	
T	-15.716408362	-72.146511588	3622.4	
T	-15.716408362	-72.142474880	3499.1	
T	-15.716408362	-72.138438173	3693.3	
T	-15.716408362	-72.134401465	3793.0	
T	-15.716408362	-72.130364758	3385.1	
T	-15.716408362	-72.126328050	3172.9	
T	-15.716408362	-72.122291343	3090.1	
T	-15.716408362	-72.118254636	2959.5	
T	-15.716408362	-72.114217928	3087.2	
T	-15.716408362	-72.110181221	3159.4	
T	-15.716408362	-72.106144513	3300.5	
T	-15.716408362	-72.102107806	3337.8	
T	-15.716408362	-72.098071099	3556.7	
T	-15.716408362	-72.094034391	3602.0	
T	-15.716408362	-72.089997684	3540.1	
T	-15.716408362	-72.085960976	3589.4	
T	-15.716408362	-72.081924269	3747.2	
T	-15.716408362	-72.077887561	3925.4	
T	-15.716408362	-72.073850854	4052.6	
T	-15.716408362	-72.069814147	4123.7	
T	-15.716408362	-72.065777439	4234.8	
T	-15.716408362	-72.061740732	4361.4	
T	-15.716408362	-72.057704024	4364.5	
T	-15.716408362	-72.053667317	4479.4	
T	-15.716408362	-72.049630610	4447.8	
T	-15.716408362	-72.045593902	4386.9	
T	-15.716408362	-72.041557195	4461.5	
T	-15.716408362	-72.037520487	4425.4	
T	-15.716408362	-72.033483780	4451.0	
T	-15.716408362	-72.029447073	4393.6	
T	-15.716408362	-72.025410365	4360.0	
T	-15.716408362	-72.021373658	4365.4	
T	-15.716408362	-72.017336950	4380.9	
T	-15.716408362	-72.013300243	4349.1	
T	-15.716408362	-72.009263535	4335.3	
T	-15.716408362	-72.005226828	4327.9	
T	-15.716408362	-72.001190121	4344.8	
T	-15.716408362	-71.997153413	4432.0	
T	-15.716408362	-71.993116706	4528.6	
T	-15.716408362	-71.989079998	4594.4	
T	-15.716408362	-71.985043291	4653.8	
T	-15.716408362	-71.981006584	4714.8	
T	-15.716408362	-71.976969876	4769.5	
T	-15.716408362	-71.972933169	4814.4	
T	-15.716408362	-71.968896461	4908.0	
T	-15.716408362	-71.964859754	4890.6	
T	-15.716408362	-71.960823046	4909.3	
T	-15.716408362	-71.956786339	4951.7	
T	-15.716408362	-71.952749632	4959.7	
T	-15.716408362	-71.948712924	4980.4	
T	-15.716408362	-71.944676217	5035.4	
T	-15.716408362	-71.940639509	5206.9	
T	-15.716408362	-71.936602802	5134.4	
T	-15.713073836	-72.332200129	3634.9	
T	-15.713073836	-72.328163421	3645.3	
T	-15.713073836	-72.324126714	3571.6	
T	-15.713073836	-72.320090006	3496.4	
T	-15.713073836	-72.316053299	3596.9	
T	-15.713073836	-72.312016592	3715.1	
T	-15.713073836	-72.307979884	3642.7	
T	-15.713073836	-72.303943177	3480.8	
T	-15.713073836	-72.299906469	3243.7	
T	-15.713073836	-72.295869762	3155.3	
T	-15.713073836	-72.291833054	3235.8	
T	-15.713073836	-72.287796347	2960.6	
T	-15.713073836	-72.283759640	2620.7	
T	-15.713073836	-72.279722932	2383.1	
T	-15.713073836	-72.275686225	2218.9	
T	-15.713073836	-72.271649517	2164.6	
T	-15.713073836	-72.267612810	1897.9	
T	-15.713073836	-72.263576103	1774.6	
T	-15.713073836	-72.259539395	1649.9	
T	-15.713073836	-72.255502688	1733.8	
T	-15.713073836	-72.251465980	1745.3	
T	-15.713073836	-72.247429273	1688.1	
T	-15.713073836	-72.243392565	1533.1	
T	-15.713073836	-72.239355858	1526.7	
T	-15.713073836	-72.235319151	1402.2	
T	-15.713073836	-72.231282443	1652.0	
T	-15.713073836	-72.227245736	1814.7	
T	-15.713073836	-72.223209028	1983.7	
T	-15.713073836	-72.219172321	2087.4	
T	-15.713073836	-72.215135614	2199.2	
T	-15.713073836	-72.211098906	2373.2	
T	-15.713073836	-72.207062199	2744.1	
T	-15.713073836	-72.203025491	2653.8	
T	-15.713073836	-72.198988784	2681.8	
T	-15.713073836	-72.194952077	2547.9	
T	-15.713073836	-72.190915369	2460.7	
T	-15.713073836	-72.186878662	2713.9	
T	-15.713073836	-72.182841954	2521.6	
T	-15.713073836	-72.178805247	2716.1	
T	-15.713073836	-72.174768539	2526.6	
T	-15.713073836	-72.170731832	2335.9	
T	-15.713073836	-72.166695125	2524.1	
T	-15.713073836	-72.162658417	2818.6	
T	-15.713073836	-72.158621710	3207.2	
T	-15.713073836	-72.154585002	3610.2	
T	-15.713073836	-72.150548295	3672.5	
T	-15.713073836	-72.146511588	3385.3	
T	-15.713073836	-72.142474880	3265.7	
T	-15.713073836	-72.138438173	3383.0	
T	-15.713073836	-72.134401465	3524.8	
T	-15.713073836	-72.130364758	3288.9	
T	-15.713073836	-72.126328050	3071.8	
T	-15.713073836	-72.122291343	2994.1	
T	-15.713073836	-72.118254636	3023.5	
T	-15.713073836	-72.114217928	3124.2	
T	-15.713073836	-72.110181221	3250.0	
T	-15.713073836	-72.106144513	3479.2	
T	-15.713073836	-72.102107806	3482.2	
T	-15.713073836	-72.098071099	3539.9	
T	-15.713073836	-72.094034391	3437.9	
T	-15.713073836	-72.089997684	3511.1	
T	-15.713073836	-72.085960976	3606.6	
T	-15.713073836	-72.081924269	3718.3	
T	-15.713073836	-72.077887561	3890.9	
T	-15.713073836	-72.073850854	4136.5	
T	-15.713073836	-72.069814147	4288.6	
T	-15.713073836	-72.065777439	4319.6	
T	-15.713073836	-72.061740732	4431.6	
T	-15.713073836	-72.057704024	4406.0	
T	-15.713073836	-72.053667317	4330.3	
T	-15.713073836	-72.049630610	4300.7	
T	-15.713073836	-72.045593902	4311.4	
T	-15.713073836	-72.041557195	4307.5	
T	-15.713073836	-72.037520487	4325.0	
T	-15.713073836	-72.033483780	4313.0	
T	-15.713073836	-72.029447073	4337.3	
T	-15.713073836	-72.025410365	4336.3	
T	-15.713073836	-72.021373658	4362.4	
T	-15.713073836	-72.017336950	4384.9	
T	-15.713073836	-72.013300243	4368.2	
T	-15.713073836	-72.009263535	4353.6	
T	-15.713073836	-72.005226828	4352.4	
T	-15.713073836	-72.001190121	4377.7	
T	-15.713073836	-71.997153413	4438.4	
T	-15.713073836	-71.993116706	4529.0	
T	-15.713073836	-71.989079998	4595.4	
T	-15.713073836	-71.985043291	4664.1	
T	-15.713073836	-71.981006584	4710.0	
T	-15.713073836	-71.976969876	4774.9	
T	-15.713073836	-71.972933169	4826.6	
T	-15.713073836	-71.968896461	4868.4	
T	-15.713073836	-71.964859754	4940.1	
T	-15.713073836	-71.960823046	4966.7	
T	-15.713073836	-71.956786339	5008.0	
T	-15.713073836	-71.952749632	5044.5	
T	-15.713073836	-71.948712924	5040.2	
T	-15.713073836	-71.944676217	5159.5	
T	-15.713073836	-71.940639509	5121.4	
T	-15.713073836	-71.936602802	4933.8	
T	-15.709739309	-72.332200129	3377.0	
T	-15.709739309	-72.328163421	3383.1	
T	-15.709739309	-72.324126714	3356.6	
T	-15.709739309	-72.320090006	3289.7	
T	-15.709739309	-72.316053299	3390.4	
T	-15.709739309	-72.312016592	3540.6	
T	-15.709739309	-72.307979884	3590.3	
T	-15.709739309	-72.303943177	3255.6	
T	-15.709739309	-72.299906469	3089.8	
T	-15.709739309	-72.295869762	2919.7	
T	-15.709739309	-72.291833054	3047.4	
T	-15.709739309	-72.287796347	3102.8	
T	-15.709739309	-72.283759640	2752.1	
T	-15.709739309	-72.279722932	2356.4	
T	-15.709739309	-72.275686225	2070.7	
T	-15.709739309	-72.271649517	1941.6	
T	-15.709739309	-72.267612810	1835.9	
T	-15.709739309	-72.263576103	1771.8	
T	-15.709739309	-72.259539395	1713.8	
T	-15.709739309	-72.255502688	1737.4	
T	-15.709739309	-72.251465980	1751.5	
T	-15.709739309	-72.247429273	1560.2	
T	-15.709739309	-72.243392565	1394.8	
T	-15.709739309	-72.239355858	1406.5	
T	-15.709739309	-72.235319151	1418.6	
T	-15.709739309	-72.231282443	1495.7	
T	-15.709739309	-72.227245736	1783.8	
T	-15.709739309	-72.223209028	1909.3	
T	-15.709739309	-72.219172321	2007.5	
T	-15.709739309	-72.215135614	2175.6	
T	-15.709739309	-72.211098906	2394.1	
T	-15.709739309	-72.207062199	2698.6	
T	-15.709739309	-72.203025491	2507.8	
T	-15.709739309	-72.198988784	2507.2	
T	-15.709739309	-72.194952077	2349.9	
T	-15.709739309	-72.190915369	2269.5	
T	-15.709739309	-72.186878662	2519.8	
T	-15.709739309	-72.182841954	2378.1	
T	-15.709739309	-72.178805247	2497.3	
T	-15.709739309	-72.174768539	2370.3	
T	-15.709739309	-72.170731832	2264.9	
T	-15.709739309	-72.166695125	2516.3	
T	-15.709739309	-72.162658417	2830.3	
T	-15.709739309	-72.158621710	3164.1	
T	-15.709739309	-72.154585002	3498.6	
T	-15.709739309	-72.150548295	3500.3	
T	-15.709739309	-72.146511588	3292.3	
T	-15.709739309	-72.142474880	3070.7	
T	-15.709739309	-72.138438173	3121.2	
T	-15.709739309	-72.134401465	3233.1	
T	-15.709739309	-72.130364758	3126.1	
T	-15.709739309	-72.126328050	2958.5	
T	-15.709739309	-72.122291343	2941.1	
T	-15.709739309	-72.118254636	2994.3	
T	-15.709739309	-72.114217928	3198.2	
T	-15.709739309	-72.110181221	3437.0	
T	-15.709739309	-72.106144513	3613.9	
T	-15.709739309	-72.102107806	3463.8	
T	-15.709739309	-72.098071099	3376.1	
T	-15.709739309	-72.094034391	3457.0	
T	-15.709739309	-72.089997684	3579.8	
T	-15.709739309	-72.085960976	3698.7	
T	-15.709739309	-72.081924269	3922.3	
T	-15.709739309	-72.077887561	4104.4	
T	-15.709739309	-72.073850854	4198.3	
T	-15.709739309	-72.069814147	4159.0	
T	-15.709739309	-72.065777439	4185.9	
T	-15.709739309	-72.061740732	4327.1	
T	-15.709739309	-72.057704024	4320.7	
T	-15.709739309	-72.053667317	4225.1	
T	-15.709739309	-72.049630610	4241.4	
T	-15.709739309	-72.045593902	4248.6	
T	-15.709739309	-72.041557195	4257.7	
T	-15.709739309	-72.037520487	4283.6	
T	-15.709739309	-72.033483780	4283.8	
T	-15.709739309	-72.029447073	4297.2	
T	-15.709739309	-72.025410365	4337.9	
T	-15.709739309	-72.021373658	4365.8	
T	-15.709739309	-72.017336950	4365.8	
T	-15.709739309	-72.013300243	4377.9	
T	-15.709739309	-72.009263535	4388.1	
T	-15.709739309	-72.005226828	4400.4	
T	-15.709739309	-72.001190121	4386.8	
T	-15.709739309	-71.997153413	4478.4	
T	-15.709739309	-71.993116706	4542.1	
T	-15.709739309	-71.989079998	4624.1	
T	-15.709739309	-71.985043291	4662.2	
T	-15.709739309	-71.981006584	4722.1	
T	-15.709739309	-71.976969876	4789.1	
T	-15.709739309	-71.972933169	4836.8	
T	-15.709739309	-71.968896461	4871.6	
T	-15.709739309	-71.964859754	4931.9	
T	-15.709739309	-71.960823046	5002.9	
T	-15.709739309	-71.956786339	5064.6	
T	-15.709739309	-71.952749632	5173.8	
T	-15.709739309	-71.948712924	5118.6	
T	-15.709739309	-71.944676217	5060.9	
T	-15.709739309	-71.940639509	4892.1	
T	-15.709739309	-71.936602802	4787.3	
T	-15.706404783	-72.332200129	3048.1	
T	-15.706404783	-72.328163421	3156.9	
T	-15.706404783	-72.324126714	3129.9	
T	-15.706404783	-72.320090006	3071.1	
T	-15.706404783	-72.316053299	3192.5	
T	-15.706404783	-72.312016592	3414.1	
T	-15.706404783	-72.307979884	3544.4	
T	-15.706404783	-72.303943177	3188.6	
T	-15.706404783	-72.299906469	2821.3	
T	-15.706404783	-72.295869762	2625.3	
T	-15.706404783	-72.291833054	2799.7	
T	-15.706404783	-72.287796347	2894.1	
T	-15.706404783	-72.283759640	2753.0	
T	-15.706404783	-72.279722932	2403.1	
T	-15.706404783	-72.275686225	2126.7	
T	-15.706404783	-72.271649517	1944.2	
T	-15.706404783	-72.267612810	1842.2	
T	-15.706404783	-72.263576103	1776.5	
T	-15.706404783	-72.259539395	1659.3	
T	-15.706404783	-72.255502688	1758.1	
T	-15.706404783	-72.251465980	1699.7	
T	-15.706404783	-72.247429273	1414.4	
T	-15.706404783	-72.243392565	1645.7	
T	-15.706404783	-72.239355858	1623.3	
T	-15.706404783	-72.235319151	1669.8	
T	-15.706404783	-72.231282443	1388.8	
T	-15.706404783	-72.227245736	1665.1	
T	-15.706404783	-72.223209028	1913.7	
T	-15.706404783	-72.219172321	2144.5	
T	-15.706404783	-72.215135614	2227.3	
T	-15.706404783	-72.211098906	2426.3	
T	-15.706404783	-72.207062199	2586.2	
T	-15.706404783	-72.203025491	2387.6	
T	-15.706404783	-72.198988784	2394.3	
T	-15.706404783	-72.194952077	2263.2	
T	-15.706404783	-72.190915369	2176.7	
T	-15.706404783	-72.186878662	2369.3	
T	-15.706404783	-72.182841954	2281.0	
T	-15.706404783	-72.178805247	2386.9	
T	-15.706404783	-72.174768539	2247.6	
T	-15.706404783	-72.170731832	2316.2	
T	-15.706404783	-72.166695125	2481.9	
T	-15.706404783	-72.162658417	2744.7	
T	-15.706404783	-72.158621710	3131.2	
T	-15.706404783	-72.154585002	3268.0	
T	-15.706404783	-72.150548295	3067.1	
T	-15.706404783	-72.146511588	3010.3	
T	-15.706404783	-72.142474880	2868.0	
T	-15.706404783	-72.138438173	2913.2	
T	-15.706404783	-72.134401465	2943.9	
T	-15.706404783	-72.130364758	2911.0	
T	-15.706404783	-72.126328050	2842.9	
T	-15.706404783	-72.122291343	2855.3	
T	-15.706404783	-72.118254636	2977.5	
T	-15.706404783	-72.114217928	3205.7	
T	-15.706404783	-72.110181221	3310.0	
T	-15.706404783	-72.106144513	3446.8	
T	-15.706404783	-72.102107806	3331.2	
T	-15.706404783	-72.098071099	3397.6	
T	-15.706404783	-72.094034391	3443.3	
T	-15.706404783	-72.089997684	3594.2	
T	-15.706404783	-72.085960976	3758.8	
T	-15.706404783	-72.081924269	3863.9	
T	-15.706404783	-72.077887561	4082.2	
T	-15.706404783	-72.073850854	4173.7	
T	-15.706404783	-72.069814147	4065.0	
T	-15.706404783	-72.065777439	4096.3	
T	-15.706404783	-72.061740732	4185.7	
T	-15.706404783	-72.057704024	4210.2	
T	-15.706404783	-72.053667317	4177.5	
T	-15.706404783	-72.049630610	4196.1	
T	-15.706404783	-72.045593902	4238.4	
T	-15.706404783	-72.041557195	4254.5	
T	-15.706404783	-72.037520487	4323.7	
T	-15.706404783	-72.033483780	4332.0	
T	-15.706404783	-72.029447073	4345.9	
T	-15.706404783	-72.025410365	4361.3	
T	-15.706404783	-72.021373658	4364.9	
T	-15.706404783	-72.017336950	4363.2	
T	-15.706404783	-72.013300243	4365.5	
T	-15.706404783	-72.009263535	4367.5	
T	-15.706404783	-72.005226828	4406.9	
T	-15.706404783	-72.001190121	4399.8	
T	-15.706404783	-71.997153413	4478.4	
T	-15.706404783	-71.993116706	4553.5	
T	-15.706404783	-71.989079998	4610.8	
T	-15.706404783	-71.985043291	4664.4	
T	-15.706404783	-71.981006584	4722.3	
T	-15.706404783	-71.976969876	4842.6	
T	-15.706404783	-71.972933169	4884.3	
T	-15.706404783	-71.968896461	4911.0	
T	-15.706404783	-71.964859754	4980.0	
T	-15.706404783	-71.960823046	5046.8	
T	-15.706404783	-71.956786339	5119.5	
T	-15.706404783	-71.952749632	4970.6	
T	-15.706404783	-71.948712924	4894.5	
T	-15.706404783	-71.944676217	4771.5	
T	-15.706404783	-71.940639509	4730.3	
T	-15.706404783	-71.936602802	4672.1	
T	-15.703070256	-72.332200129	2914.9	
T	-15.703070256	-72.328163421	2883.8	
T	-15.703070256	-72.324126714	2911.0	
T	-15.703070256	-72.320090006	2893.2	
T	-15.703070256	-72.316053299	3050.5	
T	-15.703070256	-72.312016592	3235.2	
T	-15.703070256	-72.307979884	3474.0	
T	-15.703070256	-72.303943177	3328.9	
T	-15.703070256	-72.299906469	2951.2	
T	-15.703070256	-72.295869762	2575.2	
T	-15.703070256	-72.291833054	2509.0	
T	-15.703070256	-72.287796347	2703.6	
T	-15.703070256	-72.283759640	2625.0	
T	-15.703070256	-72.279722932	2379.8	
T	-15.703070256	-72.275686225	2149.8	
T	-15.703070256	-72.271649517	1936.9	
T	-15.703070256	-72.267612810	1827.8	
T	-15.703070256	-72.263576103	1760.1	
T	-15.703070256	-72.259539395	1702.3	
T	-15.703070256	-72.255502688	1768.3	
T	-15.703070256	-72.251465980	1630.9	
T	-15.703070256	-72.247429273	1439.9	
T	-15.703070256	-72.243392565	1777.5	
T	-15.703070256	-72.239355858	1903.1	
T	-15.703070256	-72.235319151	1873.9	
T	-15.703070256	-72.231282443	1582.1	
T	-15.703070256	-72.227245736	1414.7	
T	-15.703070256	-72.223209028	1713.7	
T	-15.703070256	-72.219172321	1976.0	
T	-15.703070256	-72.215135614	2168.6	
T	-15.703070256	-72.211098906	2441.7	
T	-15.703070256	-72.207062199	2398.8	
T	-15.703070256	-72.203025491	2227.6	
T	-15.703070256	-72.198988784	2115.5	
T	-15.703070256	-72.194952077	2105.8	
T	-15.703070256	-72.190915369	2073.2	
T	-15.703070256	-72.186878662	2239.3	
T	-15.703070256	-72.182841954	2175.8	
T	-15.703070256	-72.178805247	2231.8	
T	-15.703070256	-72.174768539	2123.1	
T	-15.703070256	-72.170731832	2269.1	
T	-15.703070256	-72.166695125	2566.3	
T	-15.703070256	-72.162658417	2757.2	
T	-15.703070256	-72.158621710	2822.9	
T	-15.703070256	-72.154585002	3054.3	
T	-15.703070256	-72.150548295	2888.1	
T	-15.703070256	-72.146511588	2800.0	
T	-15.703070256	-72.142474880	2798.9	
T	-15.703070256	-72.138438173	2773.6	
T	-15.703070256	-72.134401465	2758.5	
T	-15.703070256	-72.130364758	2726.0	
T	-15.703070256	-72.126328050	2856.3	
T	-15.703070256	-72.122291343	2902.8	
T	-15.703070256	-72.118254636	2935.1	
T	-15.703070256	-72.114217928	2962.9	
T	-15.703070256	-72.110181221	3063.0	
T	-15.703070256	-72.106144513	3108.6	
T	-15.703070256	-72.102107806	3350.3	
T	-15.703070256	-72.098071099	3401.9	
T	-15.703070256	-72.094034391	3457.4	
T	-15.703070256	-72.089997684	3655.2	
T	-15.703070256	-72.085960976	3715.4	
T	-15.703070256	-72.081924269	3820.6	
T	-15.703070256	-72.077887561	4020.1	
T	-15.703070256	-72.073850854	4039.3	
T	-15.703070256	-72.069814147	4027.3	
T	-15.703070256	-72.065777439	4069.8	
T	-15.703070256	-72.061740732	4116.1	
T	-15.703070256	-72.057704024	4139.6	
T	-15.703070256	-72.053667317	4150.5	
T	-15.703070256	-72.049630610	4191.8	
T	-15.703070256	-72.045593902	4221.3	
T	-15.703070256	-72.041557195	4286.0	
T	-15.703070256	-72.037520487	4335.9	
T	-15.703070256	-72.033483780	4348.3	
T	-15.703070256	-72.029447073	4349.7	
T	-15.703070256	-72.025410365	4358.0	
T	-15.703070256	-72.021373658	4363.9	
T	-15.703070256	-72.017336950	4364.1	
T	-15.703070256	-72.013300243	4363.9	
T	-15.703070256	-72.009263535	4342.8	
T	-15.703070256	-72.005226828	4436.2	
T	-15.703070256	-72.001190121	4474.5	
T	-15.703070256	-71.997153413	4484.2	
T	-15.703070256	-71.993116706	4563.4	
T	-15.703070256	-71.989079998	4599.4	
T	-15.703070256	-71.985043291	4639.6	
T	-15.703070256	-71.981006584	4725.5	
T	-15.703070256	-71.976969876	4784.0	
T	-15.703070256	-71.972933169	4828.5	
T	-15.703070256	-71.968896461	4898.3	
T	-15.703070256	-71.964859754	5033.8	
T	-15.703070256	-71.960823046	5196.9	
T	-15.703070256	-71.956786339	5001.7	
T	-15.703070256	-71.952749632	4790.3	
T	-15.703070256	-71.948712924	4736.2	
T	-15.703070256	-71.944676217	4645.2	
T	-15.703070256	-71.940639509	4601.6	
T	-15.703070256	-71.936602802	4617.8	
T	-15.699735730	-72.332200129	2899.1	
T	-15.699735730	-72.328163421	2738.4	
T	-15.699735730	-72.324126714	2734.1	
T	-15.699735730	-72.320090006	2738.8	
T	-15.699735730	-72.316053299	2913.4	
T	-15.699735730	-72.312016592	3012.0	
T	-15.699735730	-72.307979884	3253.5	
T	-15.699735730	-72.303943177	3306.6	
T	-15.699735730	-72.299906469	3183.0	
T	-15.699735730	-72.295869762	2690.5	
T	-15.699735730	-72.291833054	2389.6	
T	-15.699735730	-72.287796347	2455.3	
T	-15.699735730	-72.283759640	2586.1	
T	-15.699735730	-72.279722932	2509.9	
T	-15.699735730	-72.275686225	2225.8	
T	-15.699735730	-72.271649517	1971.4	
T	-15.699735730	-72.267612810	1817.4	
T	-15.699735730	-72.263576103	1793.5	
T	-15.699735730	-72.259539395	1732.0	
T	-15.699735730	-72.255502688	1758.0	
T	-15.699735730	-72.251465980	1661.3	
T	-15.699735730	-72.247429273	1437.1	
T	-15.699735730	-72.243392565	1866.9	
T	-15.699735730	-72.239355858	2149.2	
T	-15.699735730	-72.235319151	2005.1	
T	-15.699735730	-72.231282443	1734.5	
T	-15.699735730	-72.227245736	1455.4	
T	-15.699735730	-72.223209028	1561.7	
T	-15.699735730	-72.219172321	1784.4	
T	-15.699735730	-72.215135614	2013.4	
T	-15.699735730	-72.211098906	2221.2	
T	-15.699735730	-72.207062199	2033.2	
T	-15.699735730	-72.203025491	1872.3	
T	-15.699735730	-72.198988784	1807.2	
T	-15.699735730	-72.194952077	1883.9	
T	-15.699735730	-72.190915369	1829.5	
T	-15.699735730	-72.186878662	1923.5	
T	-15.699735730	-72.182841954	1889.3	
T	-15.699735730	-72.178805247	1946.9	
T	-15.699735730	-72.174768539	1973.5	
T	-15.699735730	-72.170731832	2124.5	
T	-15.699735730	-72.166695125	2404.8	
T	-15.699735730	-72.162658417	2543.8	
T	-15.699735730	-72.158621710	2691.5	
T	-15.699735730	-72.154585002	2894.1	
T	-15.699735730	-72.150548295	2806.5	
T	-15.699735730	-72.146511588	2666.7	
T	-15.699735730	-72.142474880	2714.7	
T	-15.699735730	-72.138438173	2698.2	
T	-15.699735730	-72.134401465	2675.2	
T	-15.699735730	-72.130364758	2783.6	
T	-15.699735730	-72.126328050	2786.8	
T	-15.699735730	-72.122291343	2859.1	
T	-15.699735730	-72.118254636	2896.5	
T	-15.699735730	-72.114217928	2993.0	
T	-15.699735730	-72.110181221	3090.0	
T	-15.699735730	-72.106144513	3280.8	
T	-15.699735730	-72.102107806	3346.8	
T	-15.699735730	-72.098071099	3440.2	
T	-15.699735730	-72.094034391	3539.6	
T	-15.699735730	-72.089997684	3660.3	
T	-15.699735730	-72.085960976	3783.7	
T	-15.699735730	-72.081924269	3812.3	
T	-15.699735730	-72.077887561	3965.4	
T	-15.699735730	-72.073850854	3979.7	
T	-15.699735730	-72.069814147	4028.6	
T	-15.699735730	-72.065777439	4089.1	
T	-15.699735730	-72.061740732	4109.9	
T	-15.699735730	-72.057704024	4141.6	
T	-15.699735730	-72.053667317	4144.1	
T	-15.699735730	-72.049630610	4181.8	
T	-15.699735730	-72.045593902	4203.9	
T	-15.699735730	-72.041557195	4225.9	
T	-15.699735730	-72.037520487	4317.6	
T	-15.699735730	-72.033483780	4339.5	
T	-15.699735730	-72.029447073	4352.2	
T	-15.699735730	-72.025410365	4353.0	
T	-15.699735730	-72.021373658	4321.2	
T	-15.699735730	-72.017336950	4340.3	
T	-15.699735730	-72.013300243	4337.3	
T	-15.699735730	-72.009263535	4362.7	
T	-15.699735730	-72.005226828	4415.6	
T	-15.699735730	-72.001190121	4461.5	
T	-15.699735730	-71.997153413	4499.7	
T	-15.699735730	-71.993116706	4568.1	
T	-15.699735730	-71.989079998	4606.6	
T	-15.699735730	-71.985043291	4659.3	
T	-15.699735730	-71.981006584	4724.6	
T	-15.699735730	-71.976969876	4784.0	
T	-15.699735730	-71.972933169	4830.9	
T	-15.699735730	-71.968896461	4876.5	
T	-15.699735730	-71.964859754	4958.3	
T	-15.699735730	-71.960823046	5077.5	
